graph_ordinal	t_begin_ns	key	key_ordinal	topology_digest	pointer_digest	n_nodes	n_tokens	n_outputs	n_kv	n_rs	enabled	compatible	properties_changed	change_reason	change_node	change_op	change_name	change_categories	warmup_before	warmup_after	action	executable	host_us	device_ms
33	1788554042617791314	0x7f42530c63b0	1	d702fd6fe588b6cb	5f0c85a409d6545f	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	706	4.7499
34	1788554042624138598	0x7f42530c63b0	1	d702fd6fe588b6cb	5f0c85a409d6545f	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	718	4.4113
35	1788554042630219772	0x7f42530c63b0	1	d702fd6fe588b6cb	5f0c85a409d6545f	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	691	4.8670
36	1788554042636661143	0x7f42530c63b0	1	d702fd6fe588b6cb	5f0c85a409d6545f	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	727	4.3978
37	1788554042642633562	0x7f42530c63b0	1	d702fd6fe588b6cb	5f0c85a409d6545f	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	685	4.3672
38	1788554042648584512	0x7f42530c63b0	1	d702fd6fe588b6cb	5f0c85a409d6545f	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	675	4.3070
39	1788554042654492791	0x7f42530c63b0	1	d702fd6fe588b6cb	5f0c85a409d6545f	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	667	4.2565
40	1788554042660341748	0x7f42530c63b0	1	d702fd6fe588b6cb	5f0c85a409d6545f	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	623	4.3896
41	1788554042666109494	0x7f42530c63b0	1	d702fd6fe588b6cb	5f0c85a409d6545f	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	658	4.4411
42	1788554042672166202	0x7f42530c63b0	1	d702fd6fe588b6cb	5f0c85a409d6545f	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	705	4.1870
43	1788554042677947703	0x7f42530c63b0	1	d702fd6fe588b6cb	5f0c85a409d6545f	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	656	4.1633
44	1788554042683871661	0x7f42530c63b0	1	d702fd6fe588b6cb	5f0c85a409d6545f	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	617	4.1111
45	1788554042689511005	0x7f42530c63b0	1	d702fd6fe588b6cb	5f0c85a409d6545f	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	685	4.0698
46	1788554042695157863	0x7f42530c63b0	1	d702fd6fe588b6cb	5f0c85a409d6545f	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	666	4.0671
47	1788554042700761791	0x7f42530c63b0	1	d702fd6fe588b6cb	5f0c85a409d6545f	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	645	4.1289
48	1788554042706351030	0x7f42530c63b0	1	d702fd6fe588b6cb	5f0c85a409d6545f	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	667	4.1526
49	1788554042712022485	0x7f42530c63b0	1	d702fd6fe588b6cb	5f0c85a409d6545f	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	702	4.3201
50	1788554042717979054	0x7f42530c63b0	1	d702fd6fe588b6cb	5f0c85a409d6545f	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	709	4.2126
51	1788554042723832901	0x7f42530c63b0	1	d702fd6fe588b6cb	5f0c85a409d6545f	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	694	4.2721
52	1788554042729681538	0x7f42530c63b0	1	d702fd6fe588b6cb	5f0c85a409d6545f	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	687	4.2807
53	1788554042735629131	0x7f42530c63b0	1	d702fd6fe588b6cb	5f0c85a409d6545f	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	674	4.2494
54	1788554042742132168	0x7f42530c63b0	1	d702fd6fe588b6cb	5f0c85a409d6545f	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	668	4.2676
55	1788554042747933586	0x7f42530c63b0	1	d702fd6fe588b6cb	5f0c85a409d6545f	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	695	4.2068
56	1788554042753683688	0x7f42530c63b0	1	d702fd6fe588b6cb	5f0c85a409d6545f	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	693	4.0572
57	1788554042759325627	0x7f42530c63b0	1	d702fd6fe588b6cb	5f0c85a409d6545f	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	670	4.3323
58	1788554042765184323	0x7f42530c63b0	1	d702fd6fe588b6cb	5f0c85a409d6545f	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	665	4.0788
59	1788554042770794071	0x7f42530c63b0	1	d702fd6fe588b6cb	5f0c85a409d6545f	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	688	4.0627
60	1788554042776428656	0x7f42530c63b0	1	d702fd6fe588b6cb	5f0c85a409d6545f	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	664	4.0816
61	1788554042782102495	0x7f42530c63b0	1	d702fd6fe588b6cb	5f0c85a409d6545f	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	699	4.0869
62	1788554042789129356	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	1	structure	0	GET_ROWS	model.input_embed	shape,data	1	0	direct	none	3995	4.4530
63	1788554042794902501	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	0	1	capture	reinstantiate	4701	8.0150
64	1788554042804145665	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	809	3.7711
65	1788554042809354751	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	684	3.8015
66	1788554042814412772	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	681	3.7745
67	1788554042819584237	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	652	3.8007
68	1788554042824837205	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	718	4.1554
69	1788554042830802341	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	687	4.1693
70	1788554042836284139	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	676	4.0042
71	1788554042841474159	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	676	3.8870
72	1788554042846580061	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	673	3.7884
73	1788554042851610351	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	669	3.7941
74	1788554042856856817	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	697	3.8001
75	1788554042861816013	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	661	4.0220
76	1788554042867007225	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	666	3.9954
77	1788554042872184180	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	610	3.9814
78	1788554042877295132	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	601	3.7589
79	1788554042882314200	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	612	3.7943
80	1788554042887548463	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	679	5.0298
81	1788554042893784418	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	685	4.1376
82	1788554042899079726	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	683	3.9984
83	1788554042904805933	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	702	3.7583
84	1788554042909829310	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	692	3.7926
85	1788554042914942846	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	693	3.8129
86	1788554042920559768	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	671	3.7895
87	1788554042925515658	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	677	4.0677
88	1788554042930756062	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	695	4.0523
89	1788554042936513147	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	686	3.9414
90	1788554042941861945	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	697	3.7991
91	1788554042946862670	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	697	4.1181
92	1788554042952602502	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	688	3.8062
93	1788554042957739943	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	653	3.8076
94	1788554042962806070	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	695	4.0651
95	1788554042968020506	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	713	3.9186
96	1788554042973284184	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	690	3.9377
97	1788554042978408220	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	651	3.7740
98	1788554042983364130	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	656	4.0286
99	1788554042988634140	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	646	3.7835
100	1788554042993851892	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	758	4.1263
101	1788554042999258068	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	691	4.0197
102	1788554043004511758	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	652	3.9279
103	1788554043009612510	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	670	3.7752
104	1788554043014652117	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	699	5.7122
105	1788554043021584019	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	596	3.7880
106	1788554043026521845	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	672	3.7989
107	1788554043031423012	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	623	4.1285
108	1788554043036652777	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	674	3.9115
109	1788554043041753098	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	676	3.8697
110	1788554043046879849	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	687	3.7658
111	1788554043051970022	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	662	3.7828
112	1788554043056960216	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	624	3.7890
113	1788554043061866252	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	633	4.0393
114	1788554043067015065	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	661	3.8795
115	1788554043072184366	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	682	3.7871
116	1788554043077259881	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	686	3.8228
117	1788554043082240176	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	690	3.8876
118	1788554043087785434	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	684	5.1092
119	1788554043094174075	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	626	4.1404
120	1788554043099417425	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	688	3.7847
121	1788554043104518578	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	671	4.0046
122	1788554043110138115	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	679	4.1092
123	1788554043115455764	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	652	5.1510
124	1788554043122414647	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	731	3.7960
125	1788554043127486926	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	679	3.7822
126	1788554043132498841	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	604	3.8336
127	1788554043137471683	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	703	3.9053
128	1788554043142551215	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	677	3.9642
129	1788554043147763056	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	701	3.8743
130	1788554043152889817	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	700	3.8159
131	1788554043158049209	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	690	3.7857
132	1788554043679254663	0x7f42530c63b0	1	802ba1f19f5ea689	83e51ade51eb3baf	1459	-1	-1	256	-1	1	1	1	structure	0	GET_ROWS	model.input_embed	shape,data	1	0	direct	none	4552	4.9779
133	1788554043688487808	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	1	structure	0	GET_ROWS	model.input_embed	shape,data	0	0	direct	none	6693	7.2704
134	1788554043697917081	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	0	1	capture	update	3853	7.3533
135	1788554043706994694	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	1248	4.1064
136	1788554043713315739	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	744	4.3293
137	1788554043720498132	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	673	3.8123
138	1788554043725907173	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	1729	3.8616
139	1788554043733515145	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	671	3.8222
140	1788554043738957168	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	777	3.8531
141	1788554043744113966	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	766	3.9479
142	1788554043749629277	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	680	3.7724
143	1788554043754821801	0x7f42530c63b0	1	0dfa7fc3533697c4	8588085eed2ad04e	1459	-1	-1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	761	3.7649
