phase	pair	position	arm	closure	base	width	length	prompt_n	prompt_ms	predicted_n	predicted_ms	tokens_sha256	content_sha256
paired	2	1	subject	build-appliance-current	2048	0	2048	2048	272.965	128	991.54	e943c1c2648ebd1f51efbe2f2720e73bab4de56485053299ce9475ea6cef2c49	204606b6b072b697414a9d0daac91dd070d709611f53b2544c3d6e5855ea4d15
paired	2	2	control	build-appliance-current	2048	0	2048	2048	263.538	128	1010.46	e943c1c2648ebd1f51efbe2f2720e73bab4de56485053299ce9475ea6cef2c49	204606b6b072b697414a9d0daac91dd070d709611f53b2544c3d6e5855ea4d15
paired	3	1	control	build-appliance-current	128	0	128	128	23.802	128	999.706	2c91e6528e4b9bb362409873c0a3c84277a7ddb9e9b15c28c2c2d3fcdd2b9a4f	049a5d39a35f329b164bc6ece27ede5df0d56aca44b65739a93737c121651f87
paired	3	2	subject	build-appliance-current	128	0	128	128	33.29	128	978.535	2c91e6528e4b9bb362409873c0a3c84277a7ddb9e9b15c28c2c2d3fcdd2b9a4f	049a5d39a35f329b164bc6ece27ede5df0d56aca44b65739a93737c121651f87
paired	3	1	control	build-appliance-current	512	0	512	512	66.932	128	1001.498	ad38d10a636aa8f67cd08eb40319f9dcfeb200c0e455b66ce225e6e3ab01ce7c	564e2f164ca0b3bad385eb4f2c39b67584f8058dcad68295cb0cb504b0fbdc4e
paired	3	2	subject	build-appliance-current	512	0	512	512	75.472	128	981.24	ad38d10a636aa8f67cd08eb40319f9dcfeb200c0e455b66ce225e6e3ab01ce7c	564e2f164ca0b3bad385eb4f2c39b67584f8058dcad68295cb0cb504b0fbdc4e
paired	3	1	control	build-appliance-current	2048	0	2048	2048	263.693	128	1011.424	e943c1c2648ebd1f51efbe2f2720e73bab4de56485053299ce9475ea6cef2c49	204606b6b072b697414a9d0daac91dd070d709611f53b2544c3d6e5855ea4d15
paired	3	2	subject	build-appliance-current	2048	0	2048	2048	271.533	128	991.513	e943c1c2648ebd1f51efbe2f2720e73bab4de56485053299ce9475ea6cef2c49	204606b6b072b697414a9d0daac91dd070d709611f53b2544c3d6e5855ea4d15
paired	4	1	subject	build-appliance-current	128	0	128	128	31.206	128	978.768	2c91e6528e4b9bb362409873c0a3c84277a7ddb9e9b15c28c2c2d3fcdd2b9a4f	049a5d39a35f329b164bc6ece27ede5df0d56aca44b65739a93737c121651f87
paired	4	2	control	build-appliance-current	128	0	128	128	24.164	128	999.797	2c91e6528e4b9bb362409873c0a3c84277a7ddb9e9b15c28c2c2d3fcdd2b9a4f	049a5d39a35f329b164bc6ece27ede5df0d56aca44b65739a93737c121651f87
paired	4	1	subject	build-appliance-current	512	0	512	512	75.451	128	981.232	ad38d10a636aa8f67cd08eb40319f9dcfeb200c0e455b66ce225e6e3ab01ce7c	564e2f164ca0b3bad385eb4f2c39b67584f8058dcad68295cb0cb504b0fbdc4e
paired	4	2	control	build-appliance-current	512	0	512	512	67.156	128	1002.087	ad38d10a636aa8f67cd08eb40319f9dcfeb200c0e455b66ce225e6e3ab01ce7c	564e2f164ca0b3bad385eb4f2c39b67584f8058dcad68295cb0cb504b0fbdc4e
paired	4	1	subject	build-appliance-current	2048	0	2048	2048	271.529	128	991.55	e943c1c2648ebd1f51efbe2f2720e73bab4de56485053299ce9475ea6cef2c49	204606b6b072b697414a9d0daac91dd070d709611f53b2544c3d6e5855ea4d15
paired	4	2	control	build-appliance-current	2048	0	2048	2048	263.96	128	1011.793	e943c1c2648ebd1f51efbe2f2720e73bab4de56485053299ce9475ea6cef2c49	204606b6b072b697414a9d0daac91dd070d709611f53b2544c3d6e5855ea4d15
paired	5	1	control	build-appliance-current	128	0	128	128	23.918	128	999.021	2c91e6528e4b9bb362409873c0a3c84277a7ddb9e9b15c28c2c2d3fcdd2b9a4f	049a5d39a35f329b164bc6ece27ede5df0d56aca44b65739a93737c121651f87
paired	5	2	subject	build-appliance-current	128	0	128	128	31.366	128	978.884	2c91e6528e4b9bb362409873c0a3c84277a7ddb9e9b15c28c2c2d3fcdd2b9a4f	049a5d39a35f329b164bc6ece27ede5df0d56aca44b65739a93737c121651f87
paired	5	1	control	build-appliance-current	512	0	512	512	67.03	128	1001.582	ad38d10a636aa8f67cd08eb40319f9dcfeb200c0e455b66ce225e6e3ab01ce7c	564e2f164ca0b3bad385eb4f2c39b67584f8058dcad68295cb0cb504b0fbdc4e
paired	5	2	subject	build-appliance-current	512	0	512	512	75.776	128	980.036	ad38d10a636aa8f67cd08eb40319f9dcfeb200c0e455b66ce225e6e3ab01ce7c	564e2f164ca0b3bad385eb4f2c39b67584f8058dcad68295cb0cb504b0fbdc4e
paired	5	1	control	build-appliance-current	2048	0	2048	2048	263.899	128	1010.682	e943c1c2648ebd1f51efbe2f2720e73bab4de56485053299ce9475ea6cef2c49	204606b6b072b697414a9d0daac91dd070d709611f53b2544c3d6e5855ea4d15
paired	5	2	subject	build-appliance-current	2048	0	2048	2048	272.767	128	989.797	e943c1c2648ebd1f51efbe2f2720e73bab4de56485053299ce9475ea6cef2c49	204606b6b072b697414a9d0daac91dd070d709611f53b2544c3d6e5855ea4d15
