arm	request	label	phase	graph_index	mode	op	path	detail	src0_name	dst_name	src0_type	src1_type	dst_type	ne00	ne01	ne02	ne03	ne10	ne11	ne12	ne13	nb01	nb02	nb03	nb11	nb12	nb13	src0_contiguous	src1_contiguous	src0_transposed	batch_count	launches
V2-qwen35-4b-base	r2	cold-image	llm_prefill_from_image_embeddings	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	 (reshaped)	node_10	f16	f16	f32	768	352	1	1	768	1024	1	1	1536	540672	540672	1536	1572864	1572864	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	llm_prefill_from_image_embeddings	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	 (reshaped)	node_3	f16	f16	f32	768	352	1	1	768	1024	1	1	1536	540672	540672	1536	1572864	1572864	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	projector	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	mm.0.weight	ffn_up	f16	f32	f32	4096	4096	1	1	4096	88	1	1	8192	33554432	33554432	16384	1441792	1441792	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	projector	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	mm.2.weight	ffn_down	f16	f32	f32	4096	2560	1	1	4096	88	1	1	8192	20971520	20971520	16384	1441792	1441792	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.0.attn_out.weight	node_48	f16	f32	f32	1024	1024	1	1	1024	352	1	1	2048	2097152	2097152	4096	1441792	1441792	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.0.attn_qkv.weight	node_34	f16	f32	f32	1024	3072	1	1	1024	352	1	1	2048	6291456	6291456	4096	1441792	1441792	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.0.ffn_down.weight	ffn_down-0	f16	f32	f32	4096	1024	1	1	4096	352	1	1	8192	8388608	8388608	16384	5767168	5767168	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.0.ffn_up.weight	ffn_up-0	f16	f32	f32	1024	4096	1	1	1024	352	1	1	2048	8388608	8388608	4096	1441792	1441792	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.1.attn_out.weight	node_77	f16	f32	f32	1024	1024	1	1	1024	352	1	1	2048	2097152	2097152	4096	1441792	1441792	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.1.attn_qkv.weight	node_63	f16	f32	f32	1024	3072	1	1	1024	352	1	1	2048	6291456	6291456	4096	1441792	1441792	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.1.ffn_down.weight	ffn_down-1	f16	f32	f32	4096	1024	1	1	4096	352	1	1	8192	8388608	8388608	16384	5767168	5767168	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.1.ffn_up.weight	ffn_up-1	f16	f32	f32	1024	4096	1	1	1024	352	1	1	2048	8388608	8388608	4096	1441792	1441792	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.10.attn_out.weight	node_338	f16	f32	f32	1024	1024	1	1	1024	352	1	1	2048	2097152	2097152	4096	1441792	1441792	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.10.attn_qkv.weight	node_324	f16	f32	f32	1024	3072	1	1	1024	352	1	1	2048	6291456	6291456	4096	1441792	1441792	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.10.ffn_down.weight	ffn_down-10	f16	f32	f32	4096	1024	1	1	4096	352	1	1	8192	8388608	8388608	16384	5767168	5767168	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.10.ffn_up.weight	ffn_up-10	f16	f32	f32	1024	4096	1	1	1024	352	1	1	2048	8388608	8388608	4096	1441792	1441792	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.11.attn_out.weight	node_367	f16	f32	f32	1024	1024	1	1	1024	352	1	1	2048	2097152	2097152	4096	1441792	1441792	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.11.attn_qkv.weight	node_353	f16	f32	f32	1024	3072	1	1	1024	352	1	1	2048	6291456	6291456	4096	1441792	1441792	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.11.ffn_down.weight	ffn_down-11	f16	f32	f32	4096	1024	1	1	4096	352	1	1	8192	8388608	8388608	16384	5767168	5767168	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.11.ffn_up.weight	ffn_up-11	f16	f32	f32	1024	4096	1	1	1024	352	1	1	2048	8388608	8388608	4096	1441792	1441792	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.12.attn_out.weight	node_396	f16	f32	f32	1024	1024	1	1	1024	352	1	1	2048	2097152	2097152	4096	1441792	1441792	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.12.attn_qkv.weight	node_382	f16	f32	f32	1024	3072	1	1	1024	352	1	1	2048	6291456	6291456	4096	1441792	1441792	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.12.ffn_down.weight	ffn_down-12	f16	f32	f32	4096	1024	1	1	4096	352	1	1	8192	8388608	8388608	16384	5767168	5767168	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.12.ffn_up.weight	ffn_up-12	f16	f32	f32	1024	4096	1	1	1024	352	1	1	2048	8388608	8388608	4096	1441792	1441792	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.13.attn_out.weight	node_425	f16	f32	f32	1024	1024	1	1	1024	352	1	1	2048	2097152	2097152	4096	1441792	1441792	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.13.attn_qkv.weight	node_411	f16	f32	f32	1024	3072	1	1	1024	352	1	1	2048	6291456	6291456	4096	1441792	1441792	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.13.ffn_down.weight	ffn_down-13	f16	f32	f32	4096	1024	1	1	4096	352	1	1	8192	8388608	8388608	16384	5767168	5767168	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.13.ffn_up.weight	ffn_up-13	f16	f32	f32	1024	4096	1	1	1024	352	1	1	2048	8388608	8388608	4096	1441792	1441792	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.14.attn_out.weight	node_454	f16	f32	f32	1024	1024	1	1	1024	352	1	1	2048	2097152	2097152	4096	1441792	1441792	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.14.attn_qkv.weight	node_440	f16	f32	f32	1024	3072	1	1	1024	352	1	1	2048	6291456	6291456	4096	1441792	1441792	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.14.ffn_down.weight	ffn_down-14	f16	f32	f32	4096	1024	1	1	4096	352	1	1	8192	8388608	8388608	16384	5767168	5767168	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.14.ffn_up.weight	ffn_up-14	f16	f32	f32	1024	4096	1	1	1024	352	1	1	2048	8388608	8388608	4096	1441792	1441792	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.15.attn_out.weight	node_483	f16	f32	f32	1024	1024	1	1	1024	352	1	1	2048	2097152	2097152	4096	1441792	1441792	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.15.attn_qkv.weight	node_469	f16	f32	f32	1024	3072	1	1	1024	352	1	1	2048	6291456	6291456	4096	1441792	1441792	1	1	0	1	1
V2-qwen35-4b-base	r2	cold-image	vision_encoder	34	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	v.blk.15.ffn_down.weight	ffn_down-15	f16	f32	f32	4096	1024	1	1	4096	352	1	1	8192	8388608	8388608	16384	5767168	5767168	1	1	0	1	1
