utc	fb_used_mib	bar1_used_mib
2026-08-31T08:31:37Z	4330	4341
2026-08-31T08:31:37Z	4330	4341
2026-08-31T08:31:37Z	4330	4341
2026-08-31T08:31:38Z	4330	4341
2026-08-31T08:31:38Z	4330	4341
2026-08-31T08:31:38Z	4330	4341
2026-08-31T08:31:38Z	4330	4341
2026-08-31T08:31:39Z	4330	4341
2026-08-31T08:31:39Z	4330	4341
2026-08-31T08:31:39Z	4330	4341
2026-08-31T08:31:39Z	4330	4341
2026-08-31T08:31:40Z	4330	4341
2026-08-31T08:31:40Z	4330	4341
2026-08-31T08:31:40Z	4330	4341
2026-08-31T08:31:40Z	4330	4341
2026-08-31T08:31:41Z	4330	4341
2026-08-31T08:31:41Z	4330	4341
2026-08-31T08:31:41Z	4330	4341
2026-08-31T08:31:41Z	4330	4341
2026-08-31T08:31:41Z	4330	4341
2026-08-31T08:31:42Z	4330	4341
2026-08-31T08:31:42Z	4330	4341
2026-08-31T08:31:42Z	4330	4341
2026-08-31T08:31:42Z	4330	4341
2026-08-31T08:31:43Z	4330	4341
2026-08-31T08:31:43Z	4330	4341
2026-08-31T08:31:43Z	4330	4341
2026-08-31T08:31:43Z	4330	4341
2026-08-31T08:31:44Z	4330	4341
2026-08-31T08:31:44Z	4330	4341
2026-08-31T08:31:44Z	4330	4341
2026-08-31T08:31:44Z	3518	3509
2026-08-31T08:31:45Z	3276	3286
2026-08-31T08:31:45Z	3276	3286
2026-08-31T08:31:45Z	3276	3286
2026-08-31T08:31:45Z	3276	3286
2026-08-31T08:31:45Z	3494	3505
2026-08-31T08:31:46Z	3494	3505
2026-08-31T08:31:46Z	3494	3505
2026-08-31T08:31:46Z	3494	3505
2026-08-31T08:31:46Z	3494	3505
2026-08-31T08:31:47Z	3494	3505
2026-08-31T08:31:47Z	3494	3505
2026-08-31T08:31:47Z	3494	3505
2026-08-31T08:31:47Z	3494	3505
2026-08-31T08:31:48Z	3494	3505
2026-08-31T08:31:48Z	3494	3505
2026-08-31T08:31:48Z	3494	3505
2026-08-31T08:31:48Z	3494	3505
2026-08-31T08:31:49Z	3494	3505
2026-08-31T08:31:49Z	3494	3505
2026-08-31T08:31:49Z	3494	3505
2026-08-31T08:31:49Z	3494	3505
2026-08-31T08:31:49Z	3494	3505
2026-08-31T08:31:50Z	3494	3505
2026-08-31T08:31:50Z	3494	3505
2026-08-31T08:31:50Z	3494	3505
2026-08-31T08:31:50Z	3494	3505
2026-08-31T08:31:51Z	3494	3505
2026-08-31T08:31:51Z	3494	3505
2026-08-31T08:31:51Z	3494	3505
2026-08-31T08:31:51Z	3494	3505
2026-08-31T08:31:52Z	3494	3505
2026-08-31T08:31:52Z	3494	3505
2026-08-31T08:31:52Z	3494	3505
2026-08-31T08:31:52Z	3494	3505
2026-08-31T08:31:53Z	3494	3505
2026-08-31T08:31:53Z	3494	3505
2026-08-31T08:31:53Z	3494	3505
2026-08-31T08:31:53Z	3494	3505
2026-08-31T08:31:54Z	3494	3505
2026-08-31T08:31:54Z	3494	3505
2026-08-31T08:31:54Z	3494	4157
2026-08-31T08:31:54Z	4944	4955
2026-08-31T08:31:54Z	3141	3151
2026-08-31T08:31:55Z	2935	2961
2026-08-31T08:31:55Z	3134	3145
2026-08-31T08:31:55Z	3134	3145
2026-08-31T08:31:55Z	3134	3145
2026-08-31T08:31:56Z	3134	3145
2026-08-31T08:31:56Z	3134	3145
2026-08-31T08:31:56Z	3134	3145
2026-08-31T08:31:56Z	3134	3145
2026-08-31T08:31:57Z	3134	3145
2026-08-31T08:31:57Z	3134	3145
2026-08-31T08:31:57Z	3134	3145
2026-08-31T08:31:57Z	3134	3145
2026-08-31T08:31:58Z	3134	3145
2026-08-31T08:31:58Z	3134	3145
2026-08-31T08:31:58Z	3134	3145
2026-08-31T08:31:58Z	3134	3145
2026-08-31T08:31:58Z	3134	3145
2026-08-31T08:31:59Z	3134	3145
2026-08-31T08:31:59Z	3134	3145
2026-08-31T08:31:59Z	3134	3145
2026-08-31T08:31:59Z	3134	3145
2026-08-31T08:32:00Z	3134	3145
2026-08-31T08:32:00Z	3134	3145
2026-08-31T08:32:00Z	3134	3145
2026-08-31T08:32:01Z	3134	3145
2026-08-31T08:32:01Z	3134	3145
2026-08-31T08:32:01Z	3134	3145
2026-08-31T08:32:01Z	3134	3145
2026-08-31T08:32:01Z	3134	3145
2026-08-31T08:32:02Z	3134	3145
2026-08-31T08:32:02Z	3134	3145
2026-08-31T08:32:02Z	3134	3145
2026-08-31T08:32:02Z	3134	3145
2026-08-31T08:32:03Z	3134	3145
2026-08-31T08:32:03Z	3134	3145
2026-08-31T08:32:03Z	3134	3145
2026-08-31T08:32:03Z	3134	3145
2026-08-31T08:32:04Z	3134	3145
2026-08-31T08:32:04Z	3134	3145
2026-08-31T08:32:04Z	3134	3145
2026-08-31T08:32:04Z	3134	3145
2026-08-31T08:32:05Z	3134	3145
2026-08-31T08:32:05Z	3134	3145
2026-08-31T08:32:05Z	3134	3145
2026-08-31T08:32:05Z	3134	3145
2026-08-31T08:32:05Z	3134	3145
2026-08-31T08:32:06Z	3134	3145
2026-08-31T08:32:06Z	3134	3145
2026-08-31T08:32:06Z	3134	3145
2026-08-31T08:32:06Z	3134	3145
2026-08-31T08:32:07Z	3134	3145
2026-08-31T08:32:07Z	3134	3145
2026-08-31T08:32:07Z	3134	3145
2026-08-31T08:32:07Z	3134	3145
2026-08-31T08:32:08Z	3134	3145
2026-08-31T08:32:08Z	3134	3145
2026-08-31T08:32:08Z	4230	4241
2026-08-31T08:32:08Z	5028	5039
2026-08-31T08:32:09Z	5028	5039
2026-08-31T08:32:09Z	3604	3615
2026-08-31T08:32:09Z	3360	3370
2026-08-31T08:32:09Z	3360	3370
2026-08-31T08:32:10Z	3360	3370
2026-08-31T08:32:10Z	3360	3370
2026-08-31T08:32:10Z	3360	3370
2026-08-31T08:32:10Z	3360	3370
2026-08-31T08:32:11Z	3584	3589
2026-08-31T08:32:11Z	3578	3589
2026-08-31T08:32:11Z	5170	5181
2026-08-31T08:32:11Z	3295	3305
2026-08-31T08:32:11Z	3077	3098
2026-08-31T08:32:12Z	3288	3299
2026-08-31T08:32:12Z	3288	3299
2026-08-31T08:32:12Z	3288	3299
2026-08-31T08:32:12Z	3288	3299
2026-08-31T08:32:13Z	3288	3299
2026-08-31T08:32:13Z	3288	3299
2026-08-31T08:32:13Z	3288	3299
2026-08-31T08:32:13Z	3288	3299
2026-08-31T08:32:14Z	3288	3299
2026-08-31T08:32:14Z	3288	3299
2026-08-31T08:32:14Z	3288	3299
2026-08-31T08:32:14Z	3288	3299
2026-08-31T08:32:15Z	3288	3299
2026-08-31T08:32:15Z	3288	3299
2026-08-31T08:32:15Z	3288	3299
2026-08-31T08:32:15Z	3288	3299
2026-08-31T08:32:15Z	3288	3299
2026-08-31T08:32:16Z	3288	3299
2026-08-31T08:32:16Z	3288	3299
2026-08-31T08:32:16Z	3288	3299
2026-08-31T08:32:16Z	3288	3299
2026-08-31T08:32:17Z	3288	3299
2026-08-31T08:32:17Z	3288	3299
2026-08-31T08:32:17Z	3288	3299
2026-08-31T08:32:17Z	3288	3299
2026-08-31T08:32:18Z	3288	3299
2026-08-31T08:32:18Z	3288	3299
2026-08-31T08:32:18Z	4356	4373
2026-08-31T08:32:18Z	2767	2552
2026-08-31T08:32:19Z	2582	2777
2026-08-31T08:32:19Z	2760	2771
2026-08-31T08:32:19Z	2760	2771
2026-08-31T08:32:19Z	2760	2771
2026-08-31T08:32:20Z	2760	2771
2026-08-31T08:32:20Z	2760	2771
2026-08-31T08:32:20Z	2760	2771
2026-08-31T08:32:20Z	2760	2771
2026-08-31T08:32:20Z	2760	2771
2026-08-31T08:32:21Z	2760	2771
2026-08-31T08:32:21Z	2760	2771
2026-08-31T08:32:21Z	2760	2771
2026-08-31T08:32:21Z	2760	2771
2026-08-31T08:32:22Z	2760	2771
2026-08-31T08:32:22Z	2760	2771
2026-08-31T08:32:22Z	2760	2771
2026-08-31T08:32:22Z	2760	2771
2026-08-31T08:32:23Z	2760	2771
2026-08-31T08:32:23Z	2760	2771
2026-08-31T08:32:23Z	2760	2771
2026-08-31T08:32:23Z	2760	2771
2026-08-31T08:32:23Z	2760	2771
2026-08-31T08:32:24Z	2760	2771
2026-08-31T08:32:24Z	2760	2771
2026-08-31T08:32:24Z	2760	2771
2026-08-31T08:32:24Z	2760	2771
2026-08-31T08:32:25Z	2760	2771
2026-08-31T08:32:25Z	2760	2771
2026-08-31T08:32:25Z	2760	2771
2026-08-31T08:32:25Z	2760	2771
2026-08-31T08:32:26Z	2760	2771
2026-08-31T08:32:26Z	2760	2771
2026-08-31T08:32:26Z	2760	2771
2026-08-31T08:32:26Z	2760	2771
2026-08-31T08:32:27Z	2760	2771
2026-08-31T08:32:27Z	2760	2771
2026-08-31T08:32:27Z	2760	2771
2026-08-31T08:32:27Z	2760	2771
2026-08-31T08:32:28Z	2760	2771
2026-08-31T08:32:28Z	2760	2771
2026-08-31T08:32:28Z	2760	2771
2026-08-31T08:32:28Z	2760	2771
2026-08-31T08:32:28Z	2760	2771
2026-08-31T08:32:29Z	2760	2771
2026-08-31T08:32:29Z	2760	2771
2026-08-31T08:32:29Z	2760	2771
2026-08-31T08:32:29Z	2760	2771
2026-08-31T08:32:30Z	2760	2771
2026-08-31T08:32:30Z	2760	2771
2026-08-31T08:32:30Z	2760	2771
2026-08-31T08:32:30Z	2760	2771
2026-08-31T08:32:31Z	2760	2771
2026-08-31T08:32:31Z	2760	2771
2026-08-31T08:32:31Z	2760	2771
2026-08-31T08:32:31Z	2760	2771
2026-08-31T08:32:32Z	2760	2771
2026-08-31T08:32:32Z	2760	2771
2026-08-31T08:32:32Z	2760	2771
2026-08-31T08:32:32Z	2760	2771
2026-08-31T08:32:33Z	2760	2771
2026-08-31T08:32:33Z	3962	3973
2026-08-31T08:32:33Z	4546	4557
2026-08-31T08:32:33Z	3252	3262
2026-08-31T08:32:34Z	3252	3262
2026-08-31T08:32:34Z	3252	3262
2026-08-31T08:32:34Z	3252	3262
2026-08-31T08:32:34Z	3252	3262
2026-08-31T08:32:35Z	3291	3303
2026-08-31T08:32:35Z	3470	3481
2026-08-31T08:32:35Z	3470	3481
2026-08-31T08:32:35Z	3470	3481
2026-08-31T08:32:36Z	3470	3481
2026-08-31T08:32:36Z	3470	3481
2026-08-31T08:32:36Z	3470	3481
2026-08-31T08:32:36Z	3470	3481
2026-08-31T08:32:36Z	3470	3481
2026-08-31T08:32:37Z	3470	3481
2026-08-31T08:32:37Z	3470	3481
2026-08-31T08:32:37Z	3470	3481
2026-08-31T08:32:37Z	3470	3481
2026-08-31T08:32:38Z	3470	3481
2026-08-31T08:32:38Z	3470	3481
2026-08-31T08:32:38Z	3470	3481
2026-08-31T08:32:38Z	3470	3481
2026-08-31T08:32:39Z	3470	3481
2026-08-31T08:32:39Z	3470	3481
2026-08-31T08:32:39Z	3470	3481
2026-08-31T08:32:39Z	3470	3481
2026-08-31T08:32:40Z	3470	3481
2026-08-31T08:32:40Z	3470	3481
2026-08-31T08:32:40Z	3470	3481
2026-08-31T08:32:40Z	3470	3481
2026-08-31T08:32:40Z	3470	3481
2026-08-31T08:32:41Z	3470	3481
2026-08-31T08:32:41Z	3470	3481
2026-08-31T08:32:41Z	3470	3481
2026-08-31T08:32:41Z	3470	3481
2026-08-31T08:32:42Z	3470	3481
2026-08-31T08:32:42Z	3470	3481
2026-08-31T08:32:42Z	3470	3481
2026-08-31T08:32:42Z	3470	3481
2026-08-31T08:32:43Z	3470	3481
2026-08-31T08:32:43Z	3470	3481
2026-08-31T08:32:43Z	3470	3481
2026-08-31T08:32:43Z	3470	3481
2026-08-31T08:32:44Z	3470	3481
2026-08-31T08:32:44Z	3470	3481
2026-08-31T08:32:44Z	3470	3481
2026-08-31T08:32:44Z	3470	3481
2026-08-31T08:32:44Z	3470	3481
2026-08-31T08:32:45Z	3470	3481
2026-08-31T08:32:45Z	3470	3481
2026-08-31T08:32:45Z	3470	3481
2026-08-31T08:32:45Z	3470	3481
2026-08-31T08:32:46Z	3470	3481
2026-08-31T08:32:46Z	3470	3481
2026-08-31T08:32:46Z	3470	3481
2026-08-31T08:32:46Z	3470	3481
2026-08-31T08:32:47Z	3470	3481
2026-08-31T08:32:47Z	3470	3481
2026-08-31T08:32:47Z	3470	3481
2026-08-31T08:32:47Z	3470	3481
2026-08-31T08:32:47Z	3470	3481
2026-08-31T08:32:48Z	3470	3481
2026-08-31T08:32:48Z	3470	3481
2026-08-31T08:32:48Z	3470	3481
2026-08-31T08:32:49Z	3470	3481
2026-08-31T08:32:49Z	3470	3481
2026-08-31T08:32:49Z	3470	3481
2026-08-31T08:32:49Z	4676	4687
2026-08-31T08:32:50Z	5230	5263
2026-08-31T08:32:50Z	5260	5271
2026-08-31T08:32:50Z	5260	5271
2026-08-31T08:32:50Z	3256	3266
2026-08-31T08:32:51Z	3480	3485
2026-08-31T08:32:51Z	3474	3485
2026-08-31T08:32:51Z	3474	3485
2026-08-31T08:32:51Z	3474	3485
2026-08-31T08:32:51Z	3474	3485
2026-08-31T08:32:52Z	3474	3485
2026-08-31T08:32:52Z	3474	3485
2026-08-31T08:32:52Z	3474	3485
2026-08-31T08:32:52Z	3474	3485
2026-08-31T08:32:53Z	3474	3485
2026-08-31T08:32:53Z	3474	3485
2026-08-31T08:32:53Z	3474	3485
2026-08-31T08:32:53Z	3474	3485
2026-08-31T08:32:54Z	3474	3485
2026-08-31T08:32:54Z	3474	3485
2026-08-31T08:32:54Z	3474	3485
2026-08-31T08:32:54Z	3474	3485
2026-08-31T08:32:54Z	3474	3485
2026-08-31T08:32:55Z	3474	3485
2026-08-31T08:32:55Z	3474	3485
2026-08-31T08:32:55Z	3474	3485
2026-08-31T08:32:55Z	3474	3485
2026-08-31T08:32:56Z	3474	3485
2026-08-31T08:32:56Z	3474	3485
2026-08-31T08:32:56Z	3474	3485
2026-08-31T08:32:56Z	3474	3485
2026-08-31T08:32:57Z	3474	3485
2026-08-31T08:32:57Z	3474	3485
2026-08-31T08:32:57Z	3474	3485
2026-08-31T08:32:57Z	4676	4687
2026-08-31T08:32:58Z	5260	5271
2026-08-31T08:32:58Z	3477	3487
2026-08-31T08:32:58Z	3277	3302
2026-08-31T08:32:58Z	3470	3481
2026-08-31T08:32:59Z	4712	4723
2026-08-31T08:32:59Z	5524	5541
2026-08-31T08:32:59Z	3776	3787
2026-08-31T08:32:59Z	3532	3542
2026-08-31T08:33:00Z	3750	3761
2026-08-31T08:33:00Z	3750	3761
2026-08-31T08:33:00Z	3750	3761
2026-08-31T08:33:00Z	3750	3761
2026-08-31T08:33:01Z	3750	3761
2026-08-31T08:33:01Z	3750	3761
2026-08-31T08:33:01Z	3750	3761
2026-08-31T08:33:01Z	3750	3761
2026-08-31T08:33:02Z	3750	3761
2026-08-31T08:33:02Z	3750	3761
2026-08-31T08:33:02Z	3750	3761
2026-08-31T08:33:02Z	3750	3761
2026-08-31T08:33:02Z	3750	3761
2026-08-31T08:33:03Z	3750	3761
2026-08-31T08:33:03Z	4956	4967
2026-08-31T08:33:03Z	5538	5549
2026-08-31T08:33:03Z	3481	3266
2026-08-31T08:33:04Z	3296	3309
2026-08-31T08:33:04Z	3474	3485
2026-08-31T08:33:04Z	6120	6131
2026-08-31T08:33:04Z	6120	6131
2026-08-31T08:33:05Z	7094	7105
2026-08-31T08:33:05Z	5086	5096
2026-08-31T08:33:05Z	5304	5315
2026-08-31T08:33:05Z	5304	5315
2026-08-31T08:33:06Z	5304	5315
2026-08-31T08:33:06Z	5304	5315
2026-08-31T08:33:06Z	5304	5315
2026-08-31T08:33:06Z	5304	5315
2026-08-31T08:33:07Z	5304	5315
2026-08-31T08:33:07Z	5304	5315
2026-08-31T08:33:07Z	5304	5315
2026-08-31T08:33:07Z	5304	5315
2026-08-31T08:33:08Z	5304	5315
2026-08-31T08:33:08Z	5304	5315
2026-08-31T08:33:08Z	5304	5315
2026-08-31T08:33:08Z	5304	5315
2026-08-31T08:33:08Z	5304	5315
2026-08-31T08:33:09Z	6546	6557
2026-08-31T08:33:09Z	7370	7381
