phase	pair	position	arm	closure	base	width	length	prompt_n	prompt_ms	predicted_n	predicted_ms	tokens_sha256	content_sha256
paired	8	1	subject	build-qwen-cuda-73af02b39194	2048	20	2068	2068	93.758	32	124.421	32178bc4deccec67fc93b611911322a5d59927c6cd038ce45aeec86eec8594c4	7780e4df0dca0d8ca38f766e8c09aa01c1caff730ab464b359b83af771d0212a
paired	8	2	control	build-appliance-current	2048	20	2068	2068	93.527	32	129.701	32178bc4deccec67fc93b611911322a5d59927c6cd038ce45aeec86eec8594c4	7780e4df0dca0d8ca38f766e8c09aa01c1caff730ab464b359b83af771d0212a
paired	9	1	control	build-appliance-current	512	19	531	531	30.034	32	120.509	a4fd5848ad9dea979dae4da59cb00441f0fba099c02261ef10c1f606f6cb9c2a	c7eba51e8d0c0c18809abc58e5e1340c3764df09b72020d2f52cc65a29bc1a2d
paired	9	2	subject	build-qwen-cuda-73af02b39194	512	19	531	531	31.894	32	119.006	9bbae2c98923cb66b3e1f2741c3317f7ed4635a1b5a91a0eefd6eee786cec2d4	7ba918da00adb9175eec1a93b840c56bef26c47ccba383dea713b12da9b902ac
paired	9	1	control	build-appliance-current	512	20	532	532	30.309	32	119.257	1f9e5fbd73d1b7c67287c7419396567d9d2dbf071b682f9cc8ffe9e0b4c88f5c	d87fa6e9310690d1deb0f94c1167d584fab404bb972192546a4a7d74dd21c640
paired	9	2	subject	build-qwen-cuda-73af02b39194	512	20	532	532	29.247	32	119.247	1f9e5fbd73d1b7c67287c7419396567d9d2dbf071b682f9cc8ffe9e0b4c88f5c	d87fa6e9310690d1deb0f94c1167d584fab404bb972192546a4a7d74dd21c640
paired	9	1	control	build-appliance-current	1024	19	1043	1043	51.067	32	118.722	e2b2ed5b606e9c7f67b998bc6e8ce426f2a7d816aac04b525e187d7c47d02981	285b302e7ba8371eaf836e7b6088e7e0eb0569a97cda2a6969dab59bf526819a
paired	9	2	subject	build-qwen-cuda-73af02b39194	1024	19	1043	1043	50.021	32	126.904	53bbebf9f17ffdf1e8edb7d2b225bf46c01021f81d35c20cf10ad588be70e68d	4f0a19875ab4871f8479f46200bbf2322a330155dafc1b65da7e668fe0dca546
paired	9	1	control	build-appliance-current	1024	20	1044	1044	51.124	32	116.751	ab5d09a26fc5fd4c5a82858f777e9893cdbc42a745928da1c865817e94a88aa3	61c5516fe5ccb09b52e2b52a0c090dbdc066f36963dd75b0787eb069e11d8956
paired	9	2	subject	build-qwen-cuda-73af02b39194	1024	20	1044	1044	52.324	32	120.947	ab5d09a26fc5fd4c5a82858f777e9893cdbc42a745928da1c865817e94a88aa3	61c5516fe5ccb09b52e2b52a0c090dbdc066f36963dd75b0787eb069e11d8956
paired	9	1	control	build-appliance-current	2048	19	2067	2067	91.709	32	115.429	a6de14c940cfb3557d069f21a6ed7122a63282c5a7bf664b32eae979a0df7162	0ca3575171b2dc746f7cbea6a036c5c87a4afd9c342743982e19e2db3e59ccdc
paired	9	2	subject	build-qwen-cuda-73af02b39194	2048	19	2067	2067	91.506	32	117.393	ec71ee1c74e84d7ed1171edcb0d72e345e8820ea45790cc05deddaa5aad31da7	51e13e48a84806c6d6225d0708e3af83d8be9ecb560b6b0f67bb4f29a98b6746
paired	9	1	control	build-appliance-current	2048	20	2068	2068	92.772	32	117.957	32178bc4deccec67fc93b611911322a5d59927c6cd038ce45aeec86eec8594c4	7780e4df0dca0d8ca38f766e8c09aa01c1caff730ab464b359b83af771d0212a
paired	9	2	subject	build-qwen-cuda-73af02b39194	2048	20	2068	2068	93.217	32	122.065	32178bc4deccec67fc93b611911322a5d59927c6cd038ce45aeec86eec8594c4	7780e4df0dca0d8ca38f766e8c09aa01c1caff730ab464b359b83af771d0212a
paired	10	1	subject	build-qwen-cuda-73af02b39194	512	19	531	531	27.926	32	122.68	9bbae2c98923cb66b3e1f2741c3317f7ed4635a1b5a91a0eefd6eee786cec2d4	7ba918da00adb9175eec1a93b840c56bef26c47ccba383dea713b12da9b902ac
paired	10	2	control	build-appliance-current	512	19	531	531	34.498	32	135.443	a4fd5848ad9dea979dae4da59cb00441f0fba099c02261ef10c1f606f6cb9c2a	c7eba51e8d0c0c18809abc58e5e1340c3764df09b72020d2f52cc65a29bc1a2d
paired	10	1	subject	build-qwen-cuda-73af02b39194	512	20	532	532	35.244	32	136.565	1f9e5fbd73d1b7c67287c7419396567d9d2dbf071b682f9cc8ffe9e0b4c88f5c	d87fa6e9310690d1deb0f94c1167d584fab404bb972192546a4a7d74dd21c640
paired	10	2	control	build-appliance-current	512	20	532	532	34.485	32	146.181	1f9e5fbd73d1b7c67287c7419396567d9d2dbf071b682f9cc8ffe9e0b4c88f5c	d87fa6e9310690d1deb0f94c1167d584fab404bb972192546a4a7d74dd21c640
paired	10	1	subject	build-qwen-cuda-73af02b39194	1024	19	1043	1043	57.885	32	136.08	53bbebf9f17ffdf1e8edb7d2b225bf46c01021f81d35c20cf10ad588be70e68d	4f0a19875ab4871f8479f46200bbf2322a330155dafc1b65da7e668fe0dca546
paired	10	2	control	build-appliance-current	1024	19	1043	1043	53.936	32	146.556	e2b2ed5b606e9c7f67b998bc6e8ce426f2a7d816aac04b525e187d7c47d02981	285b302e7ba8371eaf836e7b6088e7e0eb0569a97cda2a6969dab59bf526819a
paired	10	1	subject	build-qwen-cuda-73af02b39194	1024	20	1044	1044	60.083	32	142.597	ab5d09a26fc5fd4c5a82858f777e9893cdbc42a745928da1c865817e94a88aa3	61c5516fe5ccb09b52e2b52a0c090dbdc066f36963dd75b0787eb069e11d8956
paired	10	2	control	build-appliance-current	1024	20	1044	1044	53.407	32	136.553	ab5d09a26fc5fd4c5a82858f777e9893cdbc42a745928da1c865817e94a88aa3	61c5516fe5ccb09b52e2b52a0c090dbdc066f36963dd75b0787eb069e11d8956
paired	10	1	subject	build-qwen-cuda-73af02b39194	2048	19	2067	2067	100.332	32	129.79	ec71ee1c74e84d7ed1171edcb0d72e345e8820ea45790cc05deddaa5aad31da7	51e13e48a84806c6d6225d0708e3af83d8be9ecb560b6b0f67bb4f29a98b6746
paired	10	2	control	build-appliance-current	2048	19	2067	2067	101.28	32	134.373	a6de14c940cfb3557d069f21a6ed7122a63282c5a7bf664b32eae979a0df7162	0ca3575171b2dc746f7cbea6a036c5c87a4afd9c342743982e19e2db3e59ccdc
paired	10	1	subject	build-qwen-cuda-73af02b39194	2048	20	2068	2068	102.878	32	138.78	32178bc4deccec67fc93b611911322a5d59927c6cd038ce45aeec86eec8594c4	7780e4df0dca0d8ca38f766e8c09aa01c1caff730ab464b359b83af771d0212a
paired	10	2	control	build-appliance-current	2048	20	2068	2068	96.267	32	135.446	32178bc4deccec67fc93b611911322a5d59927c6cd038ce45aeec86eec8594c4	7780e4df0dca0d8ca38f766e8c09aa01c1caff730ab464b359b83af771d0212a
