level	repeat	request	prompt_n	predicted_n	prompt_ms	predicted_ms	window_s
8	3	1	468	128	105.480	1144.597	1.264443
8	3	2	468	128	117.446	1033.866	1.264443
8	3	3	468	128	105.942	1144.388	1.264443
8	3	4	468	128	105.706	1144.506	1.264443
8	3	5	468	128	116.537	1034.373	1.264443
8	3	6	468	128	117.139	1034.047	1.264443
8	3	7	468	128	116.826	1034.230	1.264443
8	4	0	468	128	106.148	1144.768	1.265314
8	4	1	468	128	106.612	1144.524	1.265314
8	4	2	468	128	105.946	1144.883	1.265314
8	4	3	468	128	116.812	1034.311	1.265314
8	4	4	468	128	117.056	1034.186	1.265314
8	4	5	468	128	106.363	1144.650	1.265314
8	4	6	468	128	117.317	1034.045	1.265314
8	4	7	468	128	117.595	1033.898	1.265314
10	1	0	468	128	121.665	1347.413	1.492584
10	1	1	468	128	132.015	1223.329	1.492584
10	1	2	468	128	122.188	1347.186	1.492584
10	1	3	468	128	254.072	1223.878	1.492584
10	1	4	468	128	122.858	1346.723	1.492584
10	1	5	468	128	132.694	1222.785	1.492584
10	1	6	468	128	133.380	1222.237	1.492584
10	1	7	468	128	183.176	1178.257	1.492584
10	1	8	468	128	121.917	1347.310	1.492584
10	1	9	468	128	50.573	1177.724	1.492584
10	2	0	468	128	122.509	1347.096	1.492130
10	2	1	468	128	254.005	1223.935	1.492130
10	2	2	468	128	131.297	1223.373	1.492130
10	2	3	468	128	122.768	1346.978	1.492130
10	2	4	468	128	122.245	1347.210	1.492130
10	2	5	468	128	123.044	1346.825	1.492130
10	2	6	468	128	132.638	1222.266	1.492130
10	2	7	468	128	182.755	1177.882	1.492130
10	2	8	468	128	131.965	1222.824	1.492130
10	2	9	468	128	50.948	1177.302	1.492130
10	3	0	468	128	253.773	1223.958	1.491693
10	3	1	468	128	122.454	1347.206	1.491693
10	3	2	468	128	122.199	1347.340	1.491693
10	3	3	468	128	122.701	1347.074	1.491693
10	3	4	468	128	121.961	1347.436	1.491693
10	3	5	468	128	132.694	1222.190	1.491693
10	3	6	468	128	131.284	1223.366	1.491693
10	3	7	468	128	131.985	1222.779	1.491693
10	3	8	468	128	50.870	1177.276	1.491693
10	3	9	468	128	182.654	1177.937	1.491693
10	4	0	468	128	122.835	1348.732	1.494459
10	4	1	468	128	122.619	1348.854	1.494459
10	4	2	468	128	123.534	1348.175	1.494459
10	4	3	468	128	122.376	1348.949	1.494459
10	4	4	468	128	131.353	1225.055	1.494459
10	4	5	468	128	132.072	1224.457	1.494459
10	4	6	468	128	183.050	1179.330	1.494459
10	4	7	468	128	254.093	1225.598	1.494459
10	4	8	468	128	51.102	1178.728	1.494459
10	4	9	468	128	132.794	1223.876	1.494459
11	1	0	468	128	122.380	1424.363	1.570829
11	1	1	468	128	131.033	1302.048	1.570829
11	1	2	468	128	131.295	1301.919	1.570829
11	1	3	468	128	122.142	1424.412	1.570829
11	1	4	468	128	131.552	1301.780	1.570829
11	1	5	468	128	253.567	1302.155	1.570829
11	1	6	468	128	122.645	1424.244	1.570829
11	1	7	468	128	206.577	1232.888	1.570829
11	1	8	468	128	75.417	1232.761	1.570829
11	1	9	468	128	122.909	1424.113	1.570829
11	1	10	468	128	76.125	1232.176	1.570829
11	2	0	468	128	122.216	1421.966	1.568337
11	2	1	468	128	130.403	1299.914	1.568337
11	2	2	468	128	75.155	1230.881	1.568337
11	2	3	468	128	130.659	1299.769	1.568337
11	2	4	468	128	253.132	1300.057	1.568337
11	2	5	468	128	122.762	1421.697	1.568337
11	2	6	468	128	122.489	1421.829	1.568337
11	2	7	468	128	123.031	1421.576	1.568337
11	2	8	468	128	130.883	1299.621	1.568337
11	2	9	468	128	205.408	1231.151	1.568337
11	2	10	468	128	74.908	1231.016	1.568337
11	3	0	468	128	122.504	1420.806	1.567005
11	3	1	468	128	121.752	1421.145	1.567005
11	3	2	468	128	122.257	1420.918	1.567005
11	3	3	468	128	122.004	1421.037	1.567005
11	3	4	468	128	130.518	1299.236	1.567005
11	3	5	468	128	252.445	1299.487	1.567005
11	3	6	468	128	130.255	1299.375	1.567005
11	3	7	468	128	130.779	1299.101	1.567005
11	3	8	468	128	74.883	1230.616	1.567005
11	3	9	468	128	205.273	1230.757	1.567005
11	3	10	468	128	75.131	1230.494	1.567005
11	4	0	468	128	130.484	1300.506	1.568371
11	4	1	468	128	122.551	1421.951	1.568371
11	4	2	468	128	130.229	1300.633	1.568371
11	4	3	468	128	252.397	1300.753	1.568371
11	4	4	468	128	122.014	1422.234	1.568371
11	4	5	468	128	121.764	1422.298	1.568371
11	4	6	468	128	130.739	1300.374	1.568371
11	4	7	468	128	205.360	1231.908	1.568371
11	4	8	468	128	122.299	1422.085	1.568371
11	4	9	468	128	75.008	1231.769	1.568371
11	4	10	468	128	75.258	1231.638	1.568371
