phase	pair	position	arm	closure	base	width	length	prompt_n	prompt_ms	predicted_n	predicted_ms	tokens_sha256	content_sha256
paired	9	1	control	build-appliance-current	512	20	532	532	44.992	32	170.064	2f4e2ccc6c292ec73bb383b014cc7e926313223df10ff9134df5b0a856e40635	5b6fea696431caca9672a6113889d141799b1f40a089c4dce829e8604f329240
paired	9	2	subject	build-qwen-cuda-73af02b39194	512	20	532	532	47.92	32	163.733	2f4e2ccc6c292ec73bb383b014cc7e926313223df10ff9134df5b0a856e40635	5b6fea696431caca9672a6113889d141799b1f40a089c4dce829e8604f329240
paired	9	1	control	build-appliance-current	1024	19	1043	1043	78.987	32	161.333	32e46f1d1e556879dbbe622420d234e1ea5b86044cc0f310f7a6138cc2dd5e26	e552f3e0a89debe9497d8e0531d37df929d2105ccbd41346f2b5c94377d600c5
paired	9	2	subject	build-qwen-cuda-73af02b39194	1024	19	1043	1043	77.294	32	169.108	32e46f1d1e556879dbbe622420d234e1ea5b86044cc0f310f7a6138cc2dd5e26	e552f3e0a89debe9497d8e0531d37df929d2105ccbd41346f2b5c94377d600c5
paired	9	1	control	build-appliance-current	1024	20	1044	1044	78.706	32	163.941	2f73273b2384ca43285677f16456d937ce1cf41381eb2153d687fa49b54a7275	8cade6c3d93562be2d72123faee45b107a2d252ad6188a1b5757a1b46f7f1f53
paired	9	2	subject	build-qwen-cuda-73af02b39194	1024	20	1044	1044	75.704	32	165.025	2f73273b2384ca43285677f16456d937ce1cf41381eb2153d687fa49b54a7275	8cade6c3d93562be2d72123faee45b107a2d252ad6188a1b5757a1b46f7f1f53
paired	9	1	control	build-appliance-current	2048	19	2067	2067	140.088	32	168.848	47955c45013389be6163f2497d6200e736e4e1a22936e82fb2e83d34e6f07951	147016769fdcd0a5d61ae64ef1e3a4f1ec01f3d5e4730cf8de7b6a6f4b65e54e
paired	9	2	subject	build-qwen-cuda-73af02b39194	2048	19	2067	2067	139.311	32	169.745	47955c45013389be6163f2497d6200e736e4e1a22936e82fb2e83d34e6f07951	147016769fdcd0a5d61ae64ef1e3a4f1ec01f3d5e4730cf8de7b6a6f4b65e54e
paired	9	1	control	build-appliance-current	2048	20	2068	2068	142.253	32	171.637	ff864d83b5429678c7e3a2e0081b317921b4f73ee0f94047603e50bbb0f070eb	c84c471ab17ee793297e5f98434c57b82aba3e18875aa7c31658a80391b790ad
paired	9	2	subject	build-qwen-cuda-73af02b39194	2048	20	2068	2068	139.659	32	152.67	ff864d83b5429678c7e3a2e0081b317921b4f73ee0f94047603e50bbb0f070eb	c84c471ab17ee793297e5f98434c57b82aba3e18875aa7c31658a80391b790ad
paired	10	1	subject	build-qwen-cuda-73af02b39194	512	19	531	531	41.517	32	147.566	7f8420209ffe0907e2e0678b11d72498b88d0030dacced3afceb91bc86320a94	763f4de51c44ef79236faa80534b35e27e1483a2e8e623f62dfe3f643f2042ca
paired	10	2	control	build-appliance-current	512	19	531	531	41.677	32	151.038	7f8420209ffe0907e2e0678b11d72498b88d0030dacced3afceb91bc86320a94	763f4de51c44ef79236faa80534b35e27e1483a2e8e623f62dfe3f643f2042ca
paired	10	1	subject	build-qwen-cuda-73af02b39194	512	20	532	532	41.642	32	151.665	2f4e2ccc6c292ec73bb383b014cc7e926313223df10ff9134df5b0a856e40635	5b6fea696431caca9672a6113889d141799b1f40a089c4dce829e8604f329240
paired	10	2	control	build-appliance-current	512	20	532	532	42.816	32	158.173	2f4e2ccc6c292ec73bb383b014cc7e926313223df10ff9134df5b0a856e40635	5b6fea696431caca9672a6113889d141799b1f40a089c4dce829e8604f329240
paired	10	1	subject	build-qwen-cuda-73af02b39194	1024	19	1043	1043	72.385	32	149.521	32e46f1d1e556879dbbe622420d234e1ea5b86044cc0f310f7a6138cc2dd5e26	e552f3e0a89debe9497d8e0531d37df929d2105ccbd41346f2b5c94377d600c5
paired	10	2	control	build-appliance-current	1024	19	1043	1043	73.043	32	148.951	32e46f1d1e556879dbbe622420d234e1ea5b86044cc0f310f7a6138cc2dd5e26	e552f3e0a89debe9497d8e0531d37df929d2105ccbd41346f2b5c94377d600c5
paired	10	1	subject	build-qwen-cuda-73af02b39194	1024	20	1044	1044	73.106	32	149.105	2f73273b2384ca43285677f16456d937ce1cf41381eb2153d687fa49b54a7275	8cade6c3d93562be2d72123faee45b107a2d252ad6188a1b5757a1b46f7f1f53
paired	10	2	control	build-appliance-current	1024	20	1044	1044	72.315	32	148.142	2f73273b2384ca43285677f16456d937ce1cf41381eb2153d687fa49b54a7275	8cade6c3d93562be2d72123faee45b107a2d252ad6188a1b5757a1b46f7f1f53
paired	10	1	subject	build-qwen-cuda-73af02b39194	2048	19	2067	2067	137.727	32	152.932	47955c45013389be6163f2497d6200e736e4e1a22936e82fb2e83d34e6f07951	147016769fdcd0a5d61ae64ef1e3a4f1ec01f3d5e4730cf8de7b6a6f4b65e54e
paired	10	2	control	build-appliance-current	2048	19	2067	2067	139.045	32	150.085	47955c45013389be6163f2497d6200e736e4e1a22936e82fb2e83d34e6f07951	147016769fdcd0a5d61ae64ef1e3a4f1ec01f3d5e4730cf8de7b6a6f4b65e54e
paired	10	1	subject	build-qwen-cuda-73af02b39194	2048	20	2068	2068	137.34	32	150.972	ff864d83b5429678c7e3a2e0081b317921b4f73ee0f94047603e50bbb0f070eb	c84c471ab17ee793297e5f98434c57b82aba3e18875aa7c31658a80391b790ad
paired	10	2	control	build-appliance-current	2048	20	2068	2068	137.539	32	152.085	ff864d83b5429678c7e3a2e0081b317921b4f73ee0f94047603e50bbb0f070eb	c84c471ab17ee793297e5f98434c57b82aba3e18875aa7c31658a80391b790ad
